naslov, leto_izida, trajanje, ocena
Fruitvale Station, 2013, 85, 7.5
I'll Find You, 2019, 116, 6.7
The Choice, 2016, 111, 6.5
American Made, 2017, 115, 7.2
Deepwater Horizon, 2016, 107, 7.1
The Florida Project, 2017, 111, 7.6
Zero Dark Thirty, 2012, 157, 7.4
A Separation, 2011, 123, 8.3
Phantom Thread, 2017, 130, 7.4
Richard Jewell, 2019, 131, 7.5
The Tree of Life, 2011, 139, 6.8
Hours, 2016, 144, 7.3
I, Tonya, 2017, 119, 7.5
Identity Thief, 2013, 111, 5.7
Revenge, 2017, 108, 6.4
Good Time, 2017, 102, 7.3
Hugo, 2011, 126, 7.5
It: Chapter Two, 2019, 169, 6.5
We Bought a Zoo, 2011, 124, 7.0
Maleficent, 2014, 97, 6.9
Real Steel, 2011, 127, 7.1
Siberia, 2018, 104, 4.3
Anthropoid, 2016, 2, 7.2
Never Let Me Go, 2010, 103, 7.1
Cinderella, 2015, 105, 6.9
That's My Boy, 2012, 116, 5.6
Detachment, 2011, 98, 7.7
The Favourite, 2018, 119, 7.5
The Post, 2017, 116, 7.2
Easy A, 2010, 92, 7.0
Den of Thieves, 2018, 140, 7.0
The Lincoln Lawyer, 2011, 118, 7.3
Everest, 2015, 121, 7.1
Five Feet Apart, 2019, 116, 7.2
Megan Is Missing, 2011, 89, 4.6
Bad Times at the El Royale, 2018, 141, 7.1
Wonder, 2017, 113, 7.9
Queen of Hearts, 2019, 127, 7.0
The Skin I Live In, 2011, 2, 7.6
Sound of Metal, 2019, 2, 7.7
The Founder, 2016, 115, 7.2
Mother!, 2017, 121, 6.6
Footloose, 2011, 113, 5.9
A Star Is Born, 2018, 136, 7.6
The Lion King, 2019, 118, 6.8
Burnt, 2015, 101, 6.6
Jungle, 2017, 115, 6.7
The Man Who Knew Infinity, 2015, 108, 7.2
The Disaster Artist, 2017, 104, 7.3
Climax, 2018, 97, 6.9
The Dark Tower, 2017, 95, 5.6
Creed II, 2018, 130, 7.1
Remember Me, 2010, 113, 7.1
Black Mass, 2015, 123, 6.8
Miss Peregrine's Home for Peculiar Children, 2016, 127, 6.7
The Karate Kid, 2010, 140, 6.3
Perfect Sense, 2011, 92, 7.0
Lone Survivor, 2013, 121, 7.5
End of Watch, 2012, 109, 7.6
