naslov, leto_izida, trajanje, ocena
The Baby-Sitters Club, 1995, 94, 5.8
Ernest Goes to School, 1994, 89, 4.7
The Second Jungle Book: Mowgli &amp; Baloo, 1997, 88, 4.5
DThe Mighty Ducks, 1996, 104, 5.5
Three Men and a Little Lady, 1990, 104, 5.5
King Uncle, 1993, 171, 5.3
Rainbow, 1995, 98, 4.6
Wild Hearts Can't Be Broken, 1991, 88, 7.2
Beethoven's 2nd, 1993, 89, 5.0
Homeward Bound II: Lost in San Francisco, 1996, 88, 5.9
First Kid, 1996, 101, 5.3
Tom and Jerry: The Movie, 1992, 84, 5.5
Jack Frost, 1998, 101, 5.5
Meet the Deedles, 1998, 93, 4.2
The Adventures of Huck Finn, 1993, 108, 6.2
Surf Ninjas, 1993, 87, 5.1
3 Ninjas Kick Back, 1994, 93, 4.6
Black Beauty, 1994, 88, 6.6
DuckTales: The Movie - Treasure of the Lost Lamp, 1990, 74, 6.8
A Kid in King Arthur's Court, 1995, 89, 4.8
Monkey Trouble, 1994, 96, 5.4
The Fantastic Four, 1994, 90, 3.8
Muppets from Space, 1999, 87, 6.3
Fluke, 1995, 96, 6.6
The Pebble and the Penguin, 1995, 74, 5.6
The Secret of Roan Inish, 1994, 103, 7.4
3 Ninjas: Knuckle Up, 1995, 85, 4.4
Magic in the Water, 1995, 98, 5.4
Cop &amp; ½, 1993, 97, 4.2
Getting Even with Dad, 1994, 109, 4.9
Home Along da Riles da Movie, 1993, 130, 7.0
Lassie, 1994, 94, 5.9
Larger Than Life, 1996, 93, 5.7
Mr. Magoo, 1997, 87, 4.1
Crayon Shin-chan: Unkokusai no Yabou, 1995, 94, 6.4
3 Ninjas: High Noon at Mega Mountain, 1998, 93, 3.0
FairyTale: A True Story, 1997, 99, 6.5
Dudley Do-Right, 1999, 77, 4.0
Shiloh, 1996, 93, 6.3
Wide Awake, 1998, 88, 5.8
Jetsons: The Movie, 1990, 82, 5.6
The Air Up There, 1994, 107, 5.6
Kureyon Shin-chan: Hendârando no daibôken, 1996, 93, 7.1
The Adventures of Elmo in Grouchland, 1999, 73, 5.9
Crayon Shin-chan: Pursuit of the Balls of Darkness, 1997, 100, 7.0
Operation Dumbo Drop, 1995, 107, 5.3
Life with Mikey, 1993, 91, 5.7
Leave It to Beaver, 1997, 84, 5.2
Turbo: A Power Rangers Movie, 1997, 99, 3.7
War of the Buttons, 1994, 94, 7.3
Air Bud: Golden Receiver, 1998, 90, 4.6
Barney's Great Adventure, 1998, 76, 3.3
Free Willy The Rescue, 1997, 86, 4.8
That Darn Cat, 1997, 89, 4.7
Mr. Nanny, 1993, 84, 3.9
Far from Home: The Adventures of Yellow Dog, 1995, 81, 6.3
The Wind in the Willows, 1996, 88, 6.3
Doraemon: Nobita Drifts in the Universe, 1999, 93, 6.6
Shipwrecked, 1990, 92, 6.5
Alaska, 1996, 109, 5.8
Bingo, 1991, 89, 5.1
Prehysteria!, 1993, 84, 4.7
Crayon Shin-chan: Explosion! The Hot Spring's Feel Good Final Battle, 1999, 88, 6.2
Gordy, 1994, 90, 3.9
Ghost Dad, 1990, 83, 4.4
A Far Off Place, 1993, 100, 6.5
Suryavamsam, 1997, 156, 7.8
The Amazing Panda Adventure, 1995, 81, 5.7
Troublemakers, 1994, 107, 6.0
Into the West, 1992, 97, 7.0
Chachi 420, 1997, 155, 7.4
