naslov, leto_izida, trajanje, ocena
Katy, la oruga, 1984, 86, 6.9
Gokiburi-tachi no tasogare, 1987, 105, 6.5
Rock Odyssey, 1987, 72, 6.6
Delta Space Mission, 1984, 68, 6.3
Als je begrijpt wat ik bedoel, 1983, 84, 7.4
Unico in the Island of Magic, 1983, 91, 7.6
Katy, Kiki y Koko, 1988, 70, 6.5
Here Come the Littles, 1985, 72, 6.8
Gall Force: Eternal Story, 1986, 86, 6.5
Seinto Seiya: Shinku no shônen densetsu, 1988, 71, 7.2
Mafalda, 1982, 82, 6.4
Toward the Terra, 1980, 113, 6.4
Peter-No-Tail in America, 1985, 78, 5.7
L'ange, 1982, 64, 7.3
Captain Tsubasa Movie The Great World Competition! The Junior World Cup, 1986, 57, 6.5
The Treasure of Swamp Castle, 1985, 76, 7.8
Gauche the Cellist, 1982, 61, 7.0
Phoenix 2772, 1980, 122, 6.8
Amon Saga, 1986, 80, 5.6
Heathcliff: The Movie, 1986, 73, 5.1
The Legend of Sealed Book, 1983, 89, 7.8
City Hunter: .Magnum, 1989, 87, 6.9
Dot and Keeto, 1986, 75, 6.3
Vincent, 1987, 105, 7.4
The Monkey King Conquers the Demon, 1985, 89, 7.9
Chronopolis, 1982, 52, 6.7
Nobody's Boy Remi, 1980, 96, 6.7
Lensman: Power of the Lens, 1987, 100, 5.8
Star Warrior The Final Battle, 1983, 2, 6.2
The Journey to Melonia, 1989, 104, 7.3
The Tale of Genji, 1987, 110, 6.5
Birth, 1984, 80, 6.2
Chie the Brat, 1981, 105, 7.1
The Soldier's Tale, 1984, 51, 7.0
Dot and the Whale, 1986, 75, 6.9
Uimitoarele aventuri ale muschetarilor, 1988, 81, 7.4
Seinto Seiya: Jashin Erisu, 1987, 46, 6.4
Los viajes de Gulliver, 1983, 80, 5.0
Gallavants, 1984, 100, 6.8
Subway to Paradise, 1987, 78, 7.1
Urusei Yatsura Remember My Love, 1985, 93, 6.6
Seinto Seiya: Saishu Seisen no Senshi-tachi, 1989, 45, 6.5
Turning Table, 1988, 80, 7.1
Final Yamato, 1983, 152, 7.0
I Go Pogo, 1980, 86, 6.5
Kimagure Orange Road: I Want to Return to That Day, 1988, 69, 7.6
Time Stranger, 1986, 91, 6.3
The Cosmic Eye, 1986, 71, 6.1
Epic, 1985, 70, 5.8
From the Apennines to the Andes: The Movie, 1980, 107, 7.6
Future War 198X, 1982, 125, 6.2
Twelve Months, 1980, 65, 7.3
Sarah, 1982, 1, 6.0
Le secret des sélénites, 1983, 76, 5.7
Captain of the Forest, 1988, 73, 7.2
Town Musicians of Bremen, 1989, 86, 6.4
Cyborg Legend of the Super Galaxy, 1980, 130, 6.0
Xanadu Dragonslayer Densetsu, 1988, 50, 5.0
Urusei Yatsura Lum the Forever, 1986, 95, 6.4
Mighty Mouse in the Great Space Chase, 1982, 86, 5.8
The Brave Frog's Greatest Adventure, 1985, 91, 6.2
Snow White, 1984, 90, 7.7
Gurikku no bouken, 1981, 84, 7.1
Yousei furorensu, 1985, 90, 6.9
Maria si Mirabella in Tranzistoria, 1989, 71, 5.8
California Crisis, 1986, 45, 6.1
Ico, the Brave Horse, 1983, 85, 7.4
Odin, 1985, 93, 5.4
La Revanche des humanoïdes, 1983, 100, 7.3
Seinto Seiya: Kamigami no atsuki tatakai, 1988, 45, 6.6
Urusei Yatsura The Final Chapter, 1988, 85, 7.0
Bolek i Lolek na Dzikim Zachodzie, 1986, 95, 6.5
Salar, 1986, 47, NE
Manga Isoppu monogatari, 1983, 61, 7.4
John the Fearless, 1984, 78, 7.1
Abra Cadabra, 1983, 84, 6.5
Hi no tori: Hôô-hen, 1986, 1, 7.0
Die fliegende Windmühle, 1982, 85, 7.1
The Adventures of Pinocchio, 1984, 98, 5.2
Uchû senshi Baldios, 1981, 117, 6.7
Ninja Hattori-kun + Pâman: Chônôryoku Wôzu, 1984, 52, 8.3
Hi no Ame ga Furu, 1988, 80, 7.5
The Ideon: Be Invoked, 1982, 98, 7.7
Yuki, 1981, 89, 7.4
The Tale of Tsar Saltan, 1984, 53, 7.3
Cantinflas profesor de historia, 1983, 56, 7.0
The Tale of John and Mary, 1980, 65, 7.1
Dot and the Koala, 1985, 70, 6.2
Adventures of the Blue Knight, 1984, 93, 6.8
Space Transformer, 1985, 63, 3.7
Dot and the Bunny, 1983, 81, 6.7
The Camel Boy, 1984, 72, 7.2
Makoto-chan, 1980, 85, 7.6
Eria 88, 1985, 100, 7.7
Densetsu-kyoshin ideon: Sesshoku-hen, 1982, 85, 6.1
Koshka, kotoraya gulyala sama po sebe, 1988, 70, 7.0
Techno Police 21C, 1982, 78, 6.2
Kuroi Ame ni Utarete, 1984, 94, 5.5
Tatchi: Sebangô no nai êsu, 1986, 93, 5.8
Velká sýrová loupez, 1986, 55, 7.3
