naslov, leto_izida, trajanje, ocena
Creepozoids, 1987, 69, 4.1
Intruder, 1989, 83, 6.1
Pieces, 1982, 85, 6.0
The Keep, 1983, 96, 5.7
Inferno, 1980, 106, 6.5
The Prowler, 1981, 89, 5.9
Phantasm II, 1988, 97, 6.4
Creepshow 2, 1987, 92, 6.1
Class of Nuke 'Em High, 1986, 85, 5.6
Monster (Humanoids from the Deep), 1980, 80, 5.7
Galaxy of Terror, 1981, 81, 5.0
The Funhouse, 1981, 96, 5.9
Invaders from Mars, 1986, 100, 5.5
Street Trash, 1987, 91, 5.9
Fortress, 1985, 85, 7.0
The Pit, 1981, 96, 5.7
Witchboard, 1986, 98, 5.7
Pin, 1988, 103, 6.5
Black Cat, 1981, 92, 5.8
The Texas Chainsaw Massacre 2, 1986, 101, 5.6
The Beast Within, 1982, 98, 5.6
A Chinese Ghost Story, 1987, 98, 7.3
Nothing Underneath, 1985, 90, 5.8
Halloween The Return of Michael Myers, 1988, 88, 5.8
Gothic, 1986, 87, 5.7
Maniac, 1980, 87, 6.3
The Nest, 1987, 89, 5.3
Amsterdamned, 1988, 114, 6.6
Just Before Dawn, 1981, 90, 6.0
House II: The Second Story, 1987, 88, 5.4
City of the Living Dead, 1980, 93, 6.2
I, Madman, 1989, 89, 5.9
The Evil Protege, 1981, 96, 6.3
The Dungeonmaster, 1984, 73, 4.6
Psycho III, 1986, 93, 5.5
House of the Long Shadows, 1983, 102, 6.2
Hello Mary Lou: Prom Night II, 1987, 97, 5.8
Happy Birthday to Me, 1981, 111, 6.0
Trick or Treat, 1986, 98, 5.9
Waxwork, 1988, 95, 6.1
Jack's Back, 1988, 97, 5.8
Superstition, 1982, 86, 5.7
Terror Train, 1980, 97, 5.8
The Dorm That Dripped Blood, 1982, 88, 4.9
Spontaneous Combustion, 1989, 97, 4.9
The House by the Cemetery, 1981, 86, 6.1
The Toxic Avenger, 1984, 82, 6.2
Dolls, 1986, 77, 6.3
The Final Conflict, 1981, 108, 5.5
Cutting Class, 1989, 91, 4.6
Monkey Shines, 1988, 113, 6.2
Hellbound: Hellraiser II, 1988, 97, 6.4
TerrorVision, 1986, 85, 5.6
The Godsend, 1980, 86, 5.3
Amityville II: The Possession, 1982, 104, 5.6
Crimewave, 1985, 86, 5.5
Luther the Geek, 1989, 80, 5.2
Mother's Day, 1980, 91, 5.3
Demons 2, 1986, 92, 5.9
The Lair of the White Worm, 1988, 93, 6.1
The Beyond, 1981, 87, 6.5
Nightmare City, 1980, 92, 5.6
Strange Invaders, 1983, 92, 5.4
976-EVIL, 1988, 92, 5.1
Bad Dreams, 1988, 84, 5.7
Next of Kin, 1982, 89, 6.2
Return of the Living Dead: Part II, 1988, 89, 5.7
The Grim Reaper, 1980, 92, 5.3
Surf Nazis Must Die, 1987, 83, 3.8
The Pied Piper, 1986, 55, 7.8
Prom Night, 1980, 92, 5.3
Nightwish, 1989, 92, 4.8
The Terror Within, 1989, 88, 4.7
Doom Asylum, 1988, 79, 4.6
The Boogens, 1981, 95, 5.5
The Return of Godzilla, 1984, 103, 6.8
Blood Rage, 1987, 82, 5.8
Biohazard, 1985, 84, 3.7
The Awakening, 1980, 105, 4.9
Contamination, 1980, 95, 5.1
Abunômaru: Ingyaku, 1988, 64, 6.0
Dead and Buried, 1981, 94, 6.5
Her Vengeance, 1988, 92, 6.4
Hex, 1980, 97, 6.4
The Seventh Sign, 1988, 97, 5.8
DeepStar Six, 1989, 99, 5.4
Game Over, 1989, 92, 6.4
Wicked City, 1987, 82, 6.7
Too Beautiful to Die, 1988, 100, 5.3
Piranha Part Two: The Spawning, 1982, 94, 3.8
Nun in Rope Hell, 1984, 69, 4.8
The House on the Edge of the Park, 1980, 91, 5.7
Fright Night Part 2, 1988, 104, 6.0
My Bloody Valentine, 1981, 90, 6.3
Halloween The Revenge of Michael Myers, 1989, 96, 4.9
Urotsukidoji: Legend of the Overfiend, 1989, 108, 6.3
Nightmare Sisters, 1988, 83, 5.0
Dead Heat, 1988, 84, 6.1
Monster Dog, 1986, 81, 4.4
The Island, 1980, 114, 5.3
Godzilla vs. Biollante, 1989, 104, 6.5
Razorback, 1984, 95, 6.0
Fade to Black, 1980, 102, 6.1
Strange Behavior, 1981, 99, 5.6
Lady in White, 1988, 113, 6.6
The Initiation, 1984, 97, 5.6
Bloody Pom Poms, 1988, 89, 4.7
Alone in the Dark, 1982, 92, 6.0
Manhattan Baby, 1982, 89, 4.9
Poison for the Fairies, 1986, 90, 7.2
Bloody Moon, 1981, 90, 5.3
The Phantom of the Opera, 1989, 93, 5.5
The Return of Swamp Thing, 1989, 89, 4.7
The Last Horror Film, 1982, 87, 5.6
The Bride, 1985, 118, 5.4
Devil Hunter, 1980, 102, 3.5
Breeders, 1986, 77, 3.8
Nightmare, 1981, 97, 5.6
The Mutilator, 1984, 86, 5.2
Las Vegas Serial Killer, 1986, 87, 3.1
Not of This Earth, 1988, 81, 5.0
Murder-Rock: Dancing Death, 1984, 93, 5.5
Graduation Day, 1981, 92, 4.8
