naslov, leto_izida, trajanje, ocena
Thirst, 2009, 134, 7.1
The Midnight Meat Train, 2008, 98, 6.0
Grotesque, 2009, 73, 4.8
Solomon Kane, 2009, 104, 6.1
Quarantine, 2008, 89, 6.0
Saw III, 2006, 108, 6.2
The Stepford Wives, 2004, 93, 5.4
Cabin Fever, 2002, 93, 5.6
Halloween, 2007, 109, 6.1
Dark Water, 2002, 101, 6.7
Hellboy II: The Golden Army, 2008, 2, 7.0
Ju On: The Grudge, 2002, 92, 6.7
The Loved Ones, 2009, 84, 6.6
Ginger Snaps, 2000, 108, 6.8
The Amityville Horror, 2005, 90, 5.9
AVP: Alien vs. Predator, 2004, 101, 5.7
Doom, 2005, 102, 5.2
Dagon, 2001, 98, 6.2
Deadgirl, 2008, 101, 5.5
Dead End, 2003, 85, 6.4
The Texas Chainsaw Massacre: The Beginning, 2006, 91, 5.8
Saw IV, 2007, 93, 5.9
The Ring 2, 2005, 110, 5.4
Suspect Zero, 2004, 99, 5.8
Carriers, 2009, 85, 5.9
The Omen, 2006, 110, 5.5
Pathology, 2008, 95, 5.9
The Covenant, 2006, 97, 5.2
Jason X, 2001, 92, 4.5
Save the Green Planet!, 2003, 117, 7.1
Daybreakers, 2009, 98, 6.4
August Underground's Mordum, 2003, 82, 3.0
Wind Chill, 2007, 91, 5.8
Dracula 2001, 2000, 99, 4.9
Splinter, 2008, 82, 6.1
P2, 2007, 98, 5.9
Rogue, 2007, 99, 6.2
Prom Night, 2008, 88, 4.0
The Wicker Man, 2006, 102, 3.8
Vacancy, 2007, 85, 6.2
Shadow of the Vampire, 2000, 92, 6.9
Exorcist: The Beginning, 2004, 114, 5.1
Bug, 2006, 102, 6.1
Hide and Seek, 2005, 101, 6.0
Tokyo Gore Police, 2008, 110, 5.9
Saw VI, 2009, 90, 6.1
Jeepers Creepers 2, 2003, 106, 5.7
Freddy vs. Jason, 2003, 97, 5.8
The Messengers, 2007, 90, 5.4
Creep, 2004, 85, 5.6
Frontier(s), 2007, 108, 6.2
(Rec)², 2009, 85, 6.5
Saw V, 2008, 92, 5.8
Night Watch, 2004, 114, 6.4
My Bloody Valentine, 2009, 101, 5.5
Feed, 2005, 101, 5.3
Doraemon the Movie: Nobita's New Great Adventure Into the Underworld - The Seven Magic Users, 2007, 112, 7.2
Feast, 2005, 95, 6.2
Eight Legged Freaks, 2002, 99, 5.5
Behind the Mask: The Rise of Leslie Vernon, 2006, 92, 6.7
Pontypool, 2008, 93, 6.5
The Descent: Part 2, 2009, 94, 5.7
Darkness Falls, 2003, 86, 5.0
The Haunting in Connecticut, 2009, 92, 5.9
The X Files: I Want to Believe, 2008, 104, 5.9
The Unborn, 2009, 88, 4.7
Below, 2002, 105, 6.1
Seed of Chucky, 2004, 87, 4.9
Suicide Club, 2001, 99, 6.5
Severance, 2006, 96, 6.4
The Stranger from Afar, 2004, 92, 6.0
Open Water, 2003, 79, 5.8
Dumplings, 2004, 91, 6.7
Maniacs, 2005, 87, 5.3
Pulse, 2006, 90, 4.7
Day Watch, 2006, 132, 6.4
My Little Eye, 2002, 95, 5.4
The Haunted Mansion, 2003, 87, 5.2
House of the Dead, 2003, 90, 2.1
One Missed Call, 2008, 87, 4.1
Calvaire, 2004, 88, 6.1
The Hills Have Eyes II, 2007, 89, 5.1
Bhool Bhulaiyaa, 2007, 159, 7.5
Teeth, 2007, 94, 5.4
Dark Water, 2005, 105, 5.6
Exhibit A, 2007, 85, 6.0
Black Sheep, 2006, 87, 5.8
No Smoking, 2007, 128, 7.3
Like Minds, 2006, 110, 6.3
The Thaw, 2009, 94, 5.2
The Fog, 2005, 100, 3.7
Dead Snow, 2009, 92, 6.3
Tideland, 2005, 2, 6.3
Alone, 2007, 105, 6.4
Black Water, 2007, 90, 5.8
In My Skin, 2002, 93, 6.2
Uzumaki, 2000, 90, 6.1
Taxidermia, 2006, 94, 6.8
Dark Ride, 2006, 94, 4.6
The Signal, 2007, 103, 6.0
Halloween: Resurrection, 2002, 89, 3.9
Black Christmas, 2006, 84, 4.7
Storm Warning, 2007, 86, 5.8
Dahmer, 2002, 101, 5.6
Gozu, 2003, 130, 6.9
Primeval, 2007, 93, 4.8
Retribution, 2006, 104, 6.4
Abominable, 2006, 94, 5.1
The Cottage, 2008, 92, 6.1
The Reaping, 2007, 99, 5.6
Mortuary, 2005, 94, 4.2
Trouble Every Day, 2001, 101, 5.9
The Eye, 2008, 98, 5.4
When a Stranger Calls, 2006, 87, 5.1
Diary of the Dead, 2007, 95, 5.5
Cropsey, 2009, 84, 6.3
Supernova, 2000, 90, 4.9
Deathwatch, 2002, 94, 5.9
An American Haunting, 2005, 83, 5.0
June 9, 2008, 92, 4.4
Evil Bong, 2006, 86, 3.9
Sorority Row, 2009, 101, 5.2
Satan's Little Helper, 2004, 100, 5.4
ReGOREgitated Sacrifice, 2008, 65, 3.2
Halloween II, 2009, 105, 4.8
Captivity, 2007, 85, 4.6
Fragile, 2005, 101, 6.0
R-Point, 2004, 107, 6.2
The Forbidden Door, 2009, 115, 6.6
Kureyon Shin-chan: Densetsu o yobu odore! Amîgo!, 2006, 90, 6.1
The Crow: Salvation, 2000, 102, 4.9
Ju-On: The Grudge 2, 2003, 92, 6.3
Adrift, 2006, 95, 5.2
Mum &amp; Dad, 2008, 84, 5.9
Avoid the Shortcut, 2009, 100, 5.0
